,Naam,Gemeente,"Personeelsbestand (Laatste jaar)
Laatst beschikb. jr","Omzet
EUR
Laatst beschikb. jr","Totaal der activa
EUR
Laatst beschikb. jr",WCM - Naam,Telefoon,E-mail adres,"BvD ID
nummer","Netto toegevoegde waarde
EUR
Laatst beschikb. jr",Ondernemingsnummer,Adres,Postcode,Web adres,"Ibid, omschrijving",Beursnotatie
10900,POMCATER,'S GRAVENVOEREN,1,n.b.,1963846,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 4 381 05 90,,BE0888878306,246730,0888 878 306,Snauwenberg 1,3798,,Landschapsverzorging,Niet beursgenoteerd
10901,APOTHEEK THEUNIS,HASSELT,1,n.b.,467142,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 22 27 25,,BE0888884541,259900,0888 884 541,Maastrichtersteenweg 49,3500,,Apotheken,Niet beursgenoteerd
10902,LAILA,GENK,2,n.b.,162603,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 38 69 59,,BE0888912156,-139414,0888 912 156,Lucien Londotstraat 5,3600,,Catering,Niet beursgenoteerd
10903,GLOBAL INTERNATIONAL PUBLISHERS,TESSENDERLO,1,n.b.,55978,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 14 86 00 46,,BE0888945711,27402,0888 945 711,Schoterheide 5,3980,,Uitgeverijen van tijdschriften,Niet beursgenoteerd
10904,GEOSTED,MARTENSLINDE,7,n.b.,429987,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0889007968,534284,0889 007 968,Riemsterweg 117,3742,,"Ingenieurs en aanverwante technische adviseurs, exclusief landmeters",Niet beursgenoteerd
10905,AUTOCENTER SCHROOTEN,PEER,2,n.b.,1188411,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 72 08 32,,BE0889049540,140122,0889 049 540,Baan naar Bree 71,3990,,"Algemeen onderhoud en reparatie van auto's en lichte bestelwagens (? 3,5 ton)",Niet beursgenoteerd
10906,NOUWEN ROEL VLOER & TEGELWERKEN,LOMMEL,11,n.b.,1486500,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 18 74 88,,BE0889076363,216148,0889 076 363,Fabrieksstraat 100,3920,,Plaatsen van vloer- en wandtegels,Niet beursgenoteerd
10907,LUTSCH BETON,KURINGEN,1,n.b.,356957,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 25 14 49,,BE0889107542,126628,0889 107 542,Stokrooieweg 33,3511,,"Groothandel in bouwmaterialen, algemeen assortiment",Niet beursgenoteerd
10908,STERADAK,HOESELT,2,n.b.,246574,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 86 19 99,,BE0889109720,147381,0889 109 720,Overbosstraat 4,3730,,Dakwerkzaamheden,Niet beursgenoteerd
10909,DC TRADING,HOESELT,4,n.b.,1997642,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 51 80 00,,BE0889110809,548851,0889 110 809,Industrielaan 101,3730,,Vervaardiging van stortklare beton,Niet beursgenoteerd
10910,HORSE POWER IGNITION,BREE,3,n.b.,2092153,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 46 74 39,,BE0889111007,674288,0889 111 007,Kuilenstraat 97,3960,,Handelsbemiddeling en groothandel in onderdelen en accessoires van motorvoertuigen,Niet beursgenoteerd
10911,WILLKO,OUDSBERGEN,1,n.b.,150408,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 85 81 91,,BE0889112094,53847,0889 112 094,Weg naar Zwartberg 153,3660,,Bouwrijp maken van terreinen,Niet beursgenoteerd
10912,R&B FOOD,BERINGEN,5,n.b.,5344099,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 43 72 23,,BE0889195040,714284,0889 195 040,Voortstraat 43,3580,,"Niet-gespecialiseerde groothandel in niet-diepgevroren voedingsmiddelen, dranken en genotmiddelen",Niet beursgenoteerd
10913,JAMALI,TONGEREN,2,n.b.,73044,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 23 20 73,,BE0889285211,38040,0889 285 211,Grote Markt 19,3700,,Eetgelegenheden met volledige bediening,Niet beursgenoteerd
10914,'T KIPPENHOF,TESSENDERLO,6,n.b.,614817,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 66 37 47,,BE0889312826,224338,0889 312 826,Geelsebaan 60,3980,,"Detailhandel in vlees en vleesproducten in gespecialiseerde winkels, m.u.v. vlees van wild  en van gevogelte",Niet beursgenoteerd
10915,KIEWITHOEVE,TESSENDERLO,2,n.b.,156256,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 31 17 61,,BE0889318467,114299,0889 318 467,Goor 12,3980,,Eetgelegenheden met volledige bediening,Niet beursgenoteerd
10916,VIBE TRADING COMPANY,OUDSBERGEN,2,n.b.,759051,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 494 782 854,,BE0889323714,325841,0889 323 714,Blauwe-Keistraat 3,3670,,Handelsbemiddeling in hout en bouwmaterialen,Niet beursgenoteerd
10917,TEIDE,LUMMEN,3,n.b.,2222008,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 473 710 647,,BE0889330840,71423,0889 330 840,Golfweg 1,3560,,Exploitatie van sportaccommodaties,Niet beursgenoteerd
10918,BIESMANS-DPE,BILZEN,42,n.b.,3355528,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 475 249 072,,BE0889382607,2376668,0889 382 607,Natveld 9 B,3740,,Algemene bouw van residentiële gebouwen,Niet beursgenoteerd
10919,GOOSSENS METAAL,OUDSBERGEN,13,n.b.,3075417,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 85 60 47,,BE0889421704,1006986,0889 421 704,Nijverheidslaan 1504,3660,,Vervaardiging van metalen constructiewerken en delen daarvan,Niet beursgenoteerd
10920,MOTOPARTS-EUROPE,ZOLDER,2,n.b.,477115,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 45 57 55,,BE0889488911,111506,0889 488 911,Rijkelstraat 48,3550,,Detailhandel via postorderbedrijven of via internet,Niet beursgenoteerd
10921,"ARCHITECTUURBURO LINDELAUF, VANDERHOYDONK & JAMAER",MUNSTERBILZEN,1,n.b.,325689,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 49 17 09,,BE0889494453,40188,0889 494 453,Waterstraat 64,3740,,Bouwarchitecten,Niet beursgenoteerd
10922,DIMA FASHION,HASSELT,4,n.b.,1077266,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 77 87 00,,BE0889506430,198290,0889 506 430,Botermarkt 9 b.1,3500,,"Detailhandel in dames-, heren-, baby- en kinderboven- en onderkleding en kledingaccessoires in gespecialiseerde winkels (algemeen assortiment)",Niet beursgenoteerd
10923,BESTRATINGEN FAGARD JAN,VREREN,1,n.b.,78859,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 21 53 92,,BE0889512467,54832,0889 512 467,Droefstraat 56,3700,,Bouw van autowegen en andere wegen,Niet beursgenoteerd
10924,TERRA WORKS,PELT,1,n.b.,283139,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 76 75 81,,BE0889514744,143739,0889 514 744,Weidenstraat 51,3910,,Landschapsverzorging,Niet beursgenoteerd
10925,TRAFLUX,HOUTHALEN,34,n.b.,3704964,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 494 187 389,,BE0889573934,2857311,0889 573 934,Europark 1003 b.1,3530,,Overige reiniging van gebouwen; industriële reiniging,Niet beursgenoteerd
10926,W.J.,HASSELT,1,n.b.,970029,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 19 24 10,,BE0889603925,26575,0889 603 925,Genkersteenweg 399,3500,,Eetgelegenheden met beperkte bediening,Niet beursgenoteerd
10927,GOFFIN HUBERT EN MICHEL,VELM,7,n.b.,3974866,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 41 55 77,,BE0889712803,633411,0889 712 803,Davidstraat 19,3806,,Teelt van pit- en steenvruchten,Niet beursgenoteerd
10928,CNC TECH,KAULILLE,1,n.b.,187030,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 475 746 867,,BE0889719236,123780,0889 719 236,Rietweg 35,3950,,Verspanend bewerken van metalen,Niet beursgenoteerd
10929,COPATECH,KERMT,1,n.b.,221359,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0889729530,23449,0889 729 530,Rootstraat 93 b.3,3510,,"Detailhandel in auto's en lichte bestelwagens (< of = 3,5 ton)",Niet beursgenoteerd
10930,SANDHU,HASSELT,3,n.b.,195393,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 20 76 96,,BE0889732894,127469,0889 732 894,Sint-Truidersteenweg 361,3500,,Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen overheersen (verkoopsoppervlakte tussen 100 m² en minder dan 400 m²),Niet beursgenoteerd
10931,JOBS CONSTRUCT,LANAKEN,4,n.b.,136265,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 30 70 95,,BE0889765063,251275,0889 765 063,Jan Rosierlaan 16,3620,,Uitzendbureaus,Niet beursgenoteerd
10932,ALGEMENE ELEKTRISCHE INSTALLATIES ISTAS ERWIN,DURAS,6,n.b.,466918,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 74 81 02,,BE0889786443,255788,0889 786 443,Galgestraat 32,3803,,Elektrotechnische installatiewerken aan gebouwen,Niet beursgenoteerd
10933,VD MONTAGE,BREE,1,n.b.,967058,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 46 46 35,,BE0889824550,91745,0889 824 550,Industrieterr.Kanaal-Noord 1443,3960,,Algemene bouw van residentiële gebouwen,Niet beursgenoteerd
10934,DIERENARTSENPRAKTIJK LEUTH,MAASMECHELEN,1,n.b.,221645,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 75 21 63,,BE0889856125,174075,0889 856 125,Rijksweg 29,3630,,Veterinaire diensten,Niet beursgenoteerd
10935,DAKWERKEN NYS PETER,MELDERT (LIMB.),1,n.b.,347431,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 495 300 391,,BE0889859786,158134,0889 859 786,Heesstraat 34,3560,,Dakwerkzaamheden,Niet beursgenoteerd
10936,HOTEL DE SCHACHT,GENK,3,n.b.,1125510,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 86 92 20,,BE0889888688,202842,0889 888 688,Noordlaan 2 A,3600,,Hotels en dergelijke accommodatie,Niet beursgenoteerd
10937,DEVO,RIEMST,1,n.b.,230835,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 21 42 82,,BE0889896410,102721,0889 896 410,Visésteenweg 132,3770,,Dakwerkzaamheden,Niet beursgenoteerd
10938,MICHIELS BORINGEN,SLUIZEN,4,n.b.,811688,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 21 01 03,,BE0889912147,411168,0889 912 147,Op het Hofken 8,3700,,Proefboren en boren,Niet beursgenoteerd
10939,AXCOFARMA,DIEPENBEEK,1,n.b.,351885,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 33 32 65,,BE0889949363,103298,0889 949 363,Schoolstraat 8,3590,,Apotheken,Niet beursgenoteerd
10940,ELRO,STEVOORT,3,n.b.,451444,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 31 10 82,,BE0889974208,226106,0889 974 208,Nitsemstraat 6,3512,,Activiteiten met betrekking tot gewassen na de oogst,Niet beursgenoteerd
10941,SOMATRAC,WELLEN,1,n.b.,439100,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 495 513 404,,BE0889974604,117809,0889 974 604,Herenstraat 1,3830,,"Handelsbemiddeling in machines, apparaten en werktuigen voor de industrie en in schepen en luchtvaartuigen",Niet beursgenoteerd
10942,BOETS INVEST,TONGEREN,1,n.b.,756998,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 23 97 60,,BE0889981928,115103,0889 981 928,Wijkstraat 50,3700,,"Overige dienstverlenende activiteiten op het gebied van informatie, n.e. g.",Niet beursgenoteerd
10943,SOLUTEL,KURINGEN,12,n.b.,1156440,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 26 01 80,,BE0890051709,850451,0890 051 709,Grote Baan 31,3511,,Draadloze telecommunicatie,Niet beursgenoteerd
10944,ROMAN,TONGEREN,5,n.b.,762015,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 12 23 34 05,,BE0890052105,181784,0890 052 105,Sint-Truiderstraat 7,3700,,Detailhandel in niet-gespecialiseerde winkels waarbij voedings- en genotmiddelen overheersen (verkoopsoppervlakte tussen 400 m² en minder dan 2500 m²),Niet beursgenoteerd
10945,COLORMATICS,MAASMECHELEN,11,n.b.,1755283,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 70 28 90,,BE0890078334,732006,0890 078 334,Slakweidestraat 33C,3630,,Oppervlaktebehandeling van metalen,Niet beursgenoteerd
10946,REYNDERS FRANKY,NEEROETEREN,2,n.b.,198882,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 25 20 42,,BE0890078928,115587,0890 078 928,Molenweg 109,3680,,"Installatie van verwarming, klimaatregeling en ventilatie",Niet beursgenoteerd
10947,BOUWPROJECTEN VANDERYDT,SCHULEN,3,n.b.,2072094,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 13 29 00 16,,BE0890111095,255549,0890 111 095,Steenweg 20,3540,,Dakwerkzaamheden,Niet beursgenoteerd
10948,LA SART,ZICHEN-ZUSSEN-BOLDER,4,n.b.,152026,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0890117233,227809,0890 117 233,Mergelstraat 1,3770,,Groothandel in gereedschapswerktuigen,Niet beursgenoteerd
10949,ALL-INN SERVICES,GENK,3,n.b.,482699,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 23 52 73,,BE0890118916,186982,0890 118 916,Slingerweg 52,3600,,"Verhuur en exploitatie van eigen of geleasd niet-residentieel onroerend goed, exclusief terreinen",Niet beursgenoteerd
10950,MAVAS CLEAN,HASSELT,32,n.b.,453069,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 800 930 03,,BE0890139997,705697,0890 139 997,Walenstraat 90,3500,,Algemene reiniging van gebouwen,Niet beursgenoteerd
10951,CDES SERVICES,DILSEN,5,n.b.,474577,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 89 21 30 66,,BE0890169394,344072,0890 169 394,Borreshoefstraat 102,3650,,Groothandel in elektronische en telecommunicatieapparatuur en delen  daarvan,Niet beursgenoteerd
10952,MARTINELL,ZONHOVEN,2,n.b.,1010222,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 81 69 80,,BE0890217104,302099,0890 217 104,Halveweg 109,3520,,Eetgelegenheden met volledige bediening,Niet beursgenoteerd
