,Naam,Gemeente,"NACE BEL 2008,
primaire code","Personeelsbestand (Laatste jaar)
Laatst beschikb. jr","Turnover LY
dz EUR
Laatst beschikb. jr","Totaal der activa
EUR
Laatst beschikb. jr",Ondernemingsnummer,Postcode,Adres,Telefoon,Web adres,E-mail adres
10215.,CEULEMANS GLASTUINBOUW,SINT-KATELIJNE-WAVER,01130,18,n.b.,"8,764,727",0459 425 058,2860,Berlaarbaan 277,+32 15 32 02 69,www.loonwerken.be,ceulemans.glastuinbouw.nv@pandora.be
10216.,ALBRIMA,GROBBENDONK,43320,17,n.b.,"2,084,180",0459 428 919,2280,Pulse Steenweg 17 b.B,+32 475 310 563,,
10217.,DE MAESSCHALCK - GOETHALS,LOKEREN,25120,17,n.b.,"2,383,924",0459 449 210,9160,Heiendestraat 80,+32 9 348 54 30,www.demaesschalckgoethals.be,info@brustor.com
10218.,COCKAERT DESIGN,MEISE,47591,24,n.b.,"6,977,077",0459 498 007,1860,Ossegemstraat 41,+32 2 269 45 42,www.cockaert.be,cockaert@cockaert.be
10219.,STRYBOL-PHARMA,MALDEGEM,47730,11,n.b.,"6,597,119",0459 503 747,9990,Donkstraat 120A,+32 50 71 56 62,,
10220.,ENGELS LOGISTICS,PAAL,28990,26,n.b.,"6,903,576",0459 508 497,3583,Schemkensstraat 15,+32 11 81 50 50,www.engelslogistics.com,
10221.,MC-TRANSPORT,DENDERMONDE,49410,44,n.b.,"4,890,963",0459 520 573,9200,Hoogveld 19,+32 52 50 60 20,,
10222.,WIM BEYAERT,ZWEVEGEM,41201,20,n.b.,"4,466,320",0459 554 227,8550,Otegemstraat 235,+32 56 75 54 52,www.beyaert.be,beyaert@cobonet.be
10223.,ENVIRON BENELUX,SINT-GENESIUS-RODE,46450,12,n.b.,"6,057,477",0459 577 189,1640,Zoniënwoudlaan 48 b.201,+32 2 381 29 79,,
10224.,PUTTERS INTERNATIONAL,EPPEGEM,49420,36,n.b.,"2,652,686",0459 618 167,1980,Erasmuslaan 30,+32 2 721 40 40,www.putters.be,
10225.,"HET ACCOUNTANTSKANTOOR, SOENEN & GRAMMENS",DE PINTE,69201,14,n.b.,"4,225,379",0459 630 837,9840,Baron de Gieylaan 36,+32 9 280 73 60,,info@savb.be
10226.,VZW DE RAND,OVERIJSE,90042,65,n.b.,"9,693,924",0459 646 871,3090,Witherendreef 1,+32 2 657 31 79,,
10227.,TUINCENTER DE CUYPER,MALDEGEM,47761,9,n.b.,"5,124,002",0459 657 066,9990,Aardenburgkalseide 301,+32 50 71 57 93,,
10228.,BELGIAN TECHNOLOGY & CONSTRUCTION,HEIST-OP-DEN-BERG,28930,15,n.b.,"2,261,988",0459 682 406,2220,Industriepark 24/5,+32 15 63 65 67,,
10229.,NORTHLANDT,LOKEREN,52100,15,n.b.,"9,023,574",0459 739 517,9160,Moortelstraat 9,+32 9 349 60 08,,
10230.,ERA SERVIMO WESTKUST,KOKSIJDE,68321,32,n.b.,"4,315,801",0459 830 379,8670,Zeelaan 276,+32 474 950 181,www.servimo.be,
10231.,GEFRA INVEST,ZEDELGEM,68201,16,n.b.,"4,357,722",0459 831 270,8210,Marsbiebuikstraat 1,+32 50 24 17 18,,aleco@pandora.be
10232.,INTRASYS,HINGENE,62010,11,n.b.,"5,701,601",0459 831 567,2880,Lodderstraat 14,+32 3 899 35 13,www.intrasys.be,info@intrasys.be
10233.,JEKATRANS,LOT,49410,38,n.b.,"2,042,969",0459 843 643,1651,Hemelstraat 12,+32 2 331 46 95,,info@jekatrans.be
10234.,DISTRICOS,HEIST-OP-DEN-BERG,46450,29,n.b.,"8,858,336",0459 868 684,2220,Koningsbaan 44,+32 15 23 66 83,www.districos.com,
10235.,BROEKX,BREE,49410,11,n.b.,"4,337,493",0459 870 565,3960,Dingensstraat 1,+32 89 46 11 69,www.broekx.be,info@broekx.be
10236.,DVV ZAKENKANTOOR,SINT-NIKLAAS,66220,9,n.b.,"2,105,890",0459 878 384,9100,Plezantstraat 80,+32 3 780 71 71,www.dvvlap.be,dvvzakenkantoor@dvvlap.be
10237.,QUALITY BAKERY DE FRUYT,OOSTKAMP,10711,37,n.b.,"4,228,298",0459 882 146,8020,Sint-Godelievestraat 49,+32 50 82 21 78,,
10238.,POESKAFFEE,OOSTENDE,56102,27,n.b.,"2,568,345",0459 901 843,8400,Ooststraat 22,+32 59 51 80 89,,
10239.,VLAAMSE VISSERIJCOOPERATIE,ZEEBRUGGE,03110,17,n.b.,"5,253,967",0459 933 814,8380,Kotterstraat 99,+32 50 55 12 04,www.vvcequipment.be,
10240.,ELMECH - SERVICES,OUDSBERGEN,25620,41,n.b.,"4,817,528",0459 941 732,3660,Industrieweg-Noord 1114,+32 89 81 98 19,www.elmech.be/,info@elmech.be
10241.,UNION MULTISERVICE,MACHELEN (BT.),43390,36,n.b.,"2,892,135",0459 961 330,1830,Rittwegerlaan 42-44,+32 2 479 96 58,,
10242.,PEETERS BART,PUTTE,43999,16,n.b.,"6,310,655",0459 976 671,2580,Zag 3,+32 15 24 53 28,www.peetersbart.be,
10243.,ELECTRO TAELMAN,KORTRIJK,43211,16,n.b.,"2,898,531",0460 001 516,8500,'t Hoge 52,,www.electrotaelman.be/,electro.taelman@exellent.be
10244.,DYMOTEC,OLEN,43211,46,n.b.,"3,831,274",0460 004 088,2250,Lammerdries-Oost 19 A,+32 14 24 85 45,www.dymocad.be,info@dymocad.be
10245.,VERHOEST & DECORTE,RUMBEKE,79110,11,n.b.,"5,328,418",0460 017 649,8800,Koestraat 187,+32 51 70 05 16,www.aussietours.be,info@directravel.be
10246.,VANDEN BORRE,BEVERE,10130,35,n.b.,"5,541,908",0460 030 814,9700,Lindestraat 36,+32 55 33 12 40,www.karnex.be/,info@karnex.be
10247.,BPI SERVICE,MELSELE,77320,11,n.b.,"3,578,700",0460 032 101,9120,Schaarbeekstraat 25,+32 3 254 15 19,www.mdu.be,info@mdu.be
10248.,WILLEMS FILIP,OOSTEEKLO,01191,24,n.b.,"3,545,157",0460 033 683,9968,Vlasgaardstraat 41 A,+32 9 344 42 98,,
10249.,ELSYCA,WIJGMAAL,62010,15,n.b.,"6,490,262",0460 049 026,3018,Vaartdijk 3 b.603,+32 16 47 49 60,www.informer.be,
10250.,ELEKTRO LOETERS,OOSTENDE,46431,39,n.b.,"14,059,550",0460 057 637,8400,Annemie Brackxstraat 6,+32 59 32 41 64,,
10251.,DOCKX HANDLING EQUIPMENT,ANTWERPEN,77320,16,n.b.,"4,378,777",0460 076 641,2030,Westeind 1,+32 3 685 68 62,,
10252.,AUTO LUC,ZEEBRUGGE,49390,41,n.b.,"2,395,237",0460 082 876,8380,Hulkstraat 1,+32 50 55 67 30,,autoluc@skynet.be
10253.,TRUCK PARKING EN HANDLING COMPANY,GEEL,49410,17,n.b.,"11,675,522",0460 083 569,2440,Klaus-Michael Kuehnelaan 13,+32 14 58 32 50,,
10254.,HOUSE OF PORTERS,WOMMELGEM,46220,12,n.b.,"2,647,196",0460 105 840,2160,Schranshoevebaan 15,+32 475 734 556,,pieter.porters@skynet.be
10255.,VULSTEKE & VERBEKE,POPERINGE,38219,10,n.b.,"4,439,129",0460 106 731,8970,Groot-Brittanniëlaan 5,+32 57 33 77 07,www.vulsteke-verbeke.be,
10256.,GEVAN,ANZEGEM,47114,10,n.b.,"2,029,775",0460 124 448,8570,Kerkstraat 50,+32 56 68 70 07,,
10257.,ELEKTROPLAN,MOL,43211,10,n.b.,"2,277,321",0460 132 267,2400,Sint-Apollonialaan 204 b.5,+32 14 37 52 30,www.elektroplan.be,info@elektroplan.be
10258.,DANNY TRANS,JESSEREN,49410,46,n.b.,"2,357,448",0460 135 534,3840,Jesserenstraat 71,+32 11 33 30 35,,
10259.,FASTRE,MAASMECHELEN,10712,46,n.b.,"4,841,199",0460 135 633,3630,Thomasboslaan 4,+32 89 20 02 00,,
10260.,JEFAN,BRUGGE,70100,11,n.b.,"17,226,659",0460 179 777,8000,Korte Gotevlietstraat 2,+32 50 36 47 69,,
10261.,INFOMAT,WILRIJK,46510,33,n.b.,"3,275,993",0460 190 566,2610,Laarstraat 16,+32 3 820 60 00,www.systemat.be,infomat@systemat.be
10262.,O.D. - TRANS,EMELGEM,49410,43,n.b.,"4,299,130",0460 193 041,8870,Ingelmunstersestraat 38,+32 51 30 22 57,,
10263.,L.T.C.,ZOLDER,43120,18,n.b.,"2,870,102",0460 197 197,3550,Terrillaan 6,+32 11 53 38 55,www.ltc.be,info@ltc.be
10264.,GARAGE GHEYS,MOL,49410,23,n.b.,"3,331,902",0460 204 820,2400,Zuiderring 102,+32 14 34 63 20,,
10265.,MARCHETTA WONINGBOUW,GENK,41201,28,n.b.,"7,891,631",0460 213 926,3600,Marcel Habetslaan 30,+32 89 32 87 50,www.marchetta.be,info@marchetta.be
10266.,LAVETAN,TURNHOUT,71209,65,n.b.,"4,692,455",0460 219 963,2300,Veedijk 56,+32 14 44 34 74,www.lavetan.be,info@lavetan.be
10267.,SNOW VALLEY,SCHOTEN,93110,16,n.b.,"5,012,445",0460 233 326,2900,Alfons Servaislei 53,+32 3 658 02 47,www.snowvalley.be,
10268.,MAGEC,HERNE,46699,16,n.b.,"5,533,771",0460 234 316,1540,Breemstraat 48,+32 2 334 74 74,www.magec.be,info@magec.be
10269.,GUDI,ERPE,43320,18,n.b.,"2,800,542",0460 263 416,9420,Evenbroekveld 11,+32 53 80 82 49,,
10270.,HEYEVELD,AS,01301,17,n.b.,"3,707,936",0460 279 252,3665,Steenweg 114,+32 89 71 73 85,,
10271.,VRD MANAGEMENT,TEMSE,70220,10,n.b.,"9,893,479",0460 282 024,9140,Fonteinstraat 10,+32 3 771 37 82,,vrd@glo.be
10272.,WIJNHANDEL CHRISTIAENS,BILZEN,47251,13,n.b.,"3,029,923",0460 320 230,3740,Kapittelstraat 20,+32 89 85 40 29,www.christiaens-wijnhuis.be/,info@christiaens-wijnhuis.be
10273.,AGERANT,ANTWERPEN,69103,19,n.b.,"4,874,614",0460 347 053,2018,Balansstraat 117,+32 3 259 59 00,,bdmv@gerechtsdeurwaarders.be
10274.,VLEESHANDEL CIS VAN DEN BROECK,MINDERHOUT,46321,13,n.b.,"4,905,783",0460 377 044,2322,Bredaseweg 7,+32 3 314 63 88,www.cisvandenbroeck.be,info@cisvandenbroeck.be
10275.,MILLON,HERENT,45193,12,n.b.,"3,097,408",0460 419 507,3020,Kleine Spekstraat 1,+32 16 48 08 09,,
10276.,TORCK,DEINZE,46731,38,n.b.,"3,098,747",0460 447 419,9800,E3-laan 60,+32 9 381 66 00,www.torck.be,info@torck.be
10277.,PATIENT TRANSPORT SYSTEMS,SINT-NIKLAAS,32500,11,n.b.,"2,152,244",0460 474 143,9100,Breedstraat 239,+32 3 689 13 31,,pts@elaut.be
10278.,ALL EXEPTIONAL,DROGENBOS,49410,45,n.b.,"9,654,777",0460 482 853,1620,Steenweg op Ruisbroek 378,+32 2 330 01 95,,
10279.,L & K,HOUTHULST,01130,27,n.b.,"3,413,932",0460 482 952,8650,Zevende Geniestraat 32,+32 51 77 72 51,,
10280.,ECO BELGIUM,MAASMECHELEN,20412,21,n.b.,"4,000,062",0460 488 001,3630,Slakweidestraat 37,+32 89 77 92 77,www.eco-nederland.com,
10281.,EUROFASHION HOMECONCEPTS,LANKLAAR,46412,17,n.b.,"3,294,349",0460 510 963,3650,Meerkensstraat 42,+32 89 75 20 77,www.eurofashion.be,info@eurofashion.be
10282.,ALGEMENE AANNEMINGEN SMETS,RETIE,43120,12,n.b.,"3,240,646",0460 549 070,2470,Molendijk 20,+32 14 37 59 70,,smetsbvba@skynet.be
10283.,GROWEBO TACK GEBROEDERS,GULLEGEM,42110,9,n.b.,"3,945,088",0460 563 720,8560,Ambachtenlaan 11,+32 56 35 07 83,,
10284.,MISS CLEANING,OLEN,81220,29,n.b.,"4,304,923",0460 569 163,2250,Lammerdries 24,+32 14 22 10 02,www.miss.be,
10285.,VAN RIJCKEGHEM TRANSPORT,TERNAT,49410,30,n.b.,"2,133,383",0460 579 655,1740,Industrielaan 30,+32 2 583 16 18,,van.rijckeghem.transport@pandora.be
10286.,MONY EN ZONEN,WILSELE,33110,11,n.b.,"2,211,263",0460 593 315,3012,Aarschotsesteenweg 119,+32 16 44 37 71,www.monyenzonen.be,mony.en.zonen@skynet.be
10287.,DE BLOEMELINGEN,ZOLDER,87301,59,n.b.,"2,193,630",0460 594 107,3550,Ringlaan 42,+32 11 53 04 00,,
10288.,PROFSHOP PLUS,SCHOTEN,46900,17,n.b.,"4,376,995",0460 613 309,2900,Toekomstlaan 24,+32 3 345 08 98,,info@profshop.be
10289.,ARO,OOSTMALLE,16230,52,n.b.,"4,199,369",0460 641 914,2390,Energieweg 11,+32 67 64 73 57,,
10290.,SODECO,RUMBEKE,62010,19,n.b.,"2,993,197",0460 642 805,8800,Hof ter Weze 36,+32 51 26 40 90,www.sodeco-it.com,info@sodeco-it.com
10291.,MULTI CONSTRUCTION,HEUSDEN (O.-VL.),41201,18,n.b.,"16,848,555",0460 644 585,9070,Molenweidestraat 24,+32 9 252 42 11,,
10292.,MATRIX,BRASSCHAAT,82190,19,n.b.,"3,636,551",0460 648 941,2930,Bredabaan 661,+32 3 651 36 15,,info@matrixnv.be
10293.,TYRETRANS,ANTWERPEN,49410,26,n.b.,"4,118,687",0460 651 020,2030,Noorderlaan 660,+32 3 544 49 46,,
10294.,CONSILO,OOSTMALLE,66220,13,n.b.,"2,269,424",0460 653 790,2390,Zwaluwenlaan 2 b.1,+32 477 312 382,,
10295.,MINERVA TRADING,ANTWERPEN,45310,27,n.b.,"3,387,118",0460 678 635,2030,Noorderlaan 660,+32 3 544 49 49,,
10296.,ALL - SYSTEMS,BOST,43320,17,n.b.,"2,235,753",0460 708 824,3300,Gallicstraat 13,+32 16 78 08 77,www.allsystems.be/,allsystems@skynet.be
10297.,ALFA FISH,SINT-LENAARTS,46381,21,n.b.,"5,008,974",0460 742 971,2960,Groot Veerle 3,+32 477 647 237,,
10298.,EL ARCHITECTS,KNOKKE,71111,11,n.b.,"2,438,517",0460 778 209,8300,Kalvekeetdijk 124,+32 50 70 06 47,,info@e-l.be
10299.,A. VERHUIZINGEN DE VIC,AARTSELAAR,49420,37,n.b.,"2,121,390",0460 780 484,2630,Helststraat 160,+32 3 830 10 00,www.devic.be,info@devic.be
10300.,GROEP MOUTON,LOCHRISTI,81300,17,n.b.,"5,055,280",0460 788 404,9080,Verleydonckstraat 52,+32 9 326 98 48,www.groepmouton.be,
10301.,VALVAN CONTAINERS & MILIEUTECHNIEK,MENEN,29201,16,n.b.,"4,097,405",0460 789 887,8930,Moorselestraat 121 b.1,+32 56 51 11 91,www.valvan-containers.com,info@valvan-containers.com
10302.,EXAM PACKAGING,STROMBEEK-BEVER,22220,20,n.b.,"3,786,540",0460 816 712,1853,Romeinsesteenweg 558,+32 2 460 77 55,www.exampackaging.be,
10303.,VERVOER ENGELBOSCH,TIENEN,49410,30,n.b.,"2,546,996",0460 821 957,3300,Industriepark 16,+32 16 81 22 37,,
10304.,CAR WASH DODANE,BEVER,45206,9,n.b.,"2,568,738",0460 841 456,1547,Torrezeel 15 A,+32 2 395 68 68,,
10305.,HORTA,ANTWERPEN,56101,43,n.b.,"3,509,770",0460 853 433,2000,Hopland 2,+32 3 232 72 13,www.grandcafehorta.be,info@grandcafehorta.be
10306.,SCHRAUWEN,ESSEN,49410,74,n.b.,"6,544,156",0460 860 163,2910,Steenpaal 8,+32 3 667 53 31,,
10307.,GEENS EL.CO.,BONHEIDEN,43211,20,n.b.,"2,183,999",0460 909 554,2820,Eksterveldlaan 53,+32 15 31 16 59,www.geenselco.be,geenselco@cobonet.be
10308.,VERBATEX,HEULE,13200,48,n.b.,"10,738,084",0460 925 885,8501,Mellestraat 196,+32 56 36 39 00,www.verbatex.com,info@verbatex.com
10309.,CARUUR,GENT,77110,17,n.b.,"16,468,145",0460 953 106,9000,Land van Waaslaan 2,+32 9 229 30 00,www.delta-rental.com,info@delta-rental.com
10310.,STOCKHABO LOMMEL BEHEER,LOMMEL,64200,18,n.b.,"5,604,202",0460 956 371,3920,Maatheide 64,+32 13 67 46 80,,
10311.,STOCKHABO LOMMEL,LOMMEL,52100,41,n.b.,"13,510,787",0460 957 064,3920,Maatheide 64,+32 11 55 58 04,www.frigo-group.com,
10312.,DE WITTE ALUMINIUMCONSTRUCTIES,LAARNE,25120,36,n.b.,"5,649,920",0460 977 850,9270,Veldmeersstraat 35,+32 9 365 30 30,www.adimat.be,info@dewitte-aldw.be
10313.,APK CONSTRUCT,MALLE,41201,44,n.b.,"6,216,693",0461 003 485,2390,Steenovenstraat 2 A,+32 11 80 01 00,www.ageres.be,
10314.,DE KRINGWINKEL WEST - SOCIALE WERKPLAATS/MAATWERKBEDRIJF,IEPER,88995,47,n.b.,"2,029,594",0461 050 502,8900,Steverlyncklaan 8,+32 78 15 50 05,,
10315.,QUINTESSENCE CONSULTING,EDEGEM,70220,12,n.b.,"2,805,793",0461 056 836,2650,Prins Boudewijnlaan 41,+32 3 281 44 88,www.quintessence.be,consulting@quintessence.be
10316.,CAL-O-MATIC DISTRIBUTION,HASSELT,43320,14,n.b.,"2,809,753",0461 079 404,3500,Stadsheide 35,+32 11 21 48 66,,
10317.,METAL FINISHING INDUSTRIES,PAAL,25610,36,n.b.,"3,822,461",0461 084 649,3583,Schoebroekstraat 56,+32 11 45 09 10,www.mfi-coatings.com,info@mfi-coatings.com
10318.,VERHUURBEDRIJF REMMERIE,KORTRIJK,77293,10,n.b.,"2,031,089",0461 084 946,8500,Meensesteenweg 66,+32 56 35 54 54,,
10319.,VAN DE PUTTE SYLVIA,BRUGGE,47242,19,n.b.,"2,270,242",0461 089 401,8000,Katelijnestraat 30,+32 50 33 49 22,,
10320.,DONCK GRONDWERKEN,RUMBEKE,43120,18,n.b.,"2,956,187",0461 103 653,8800,Armoedestraat 36,+32 51 20 67 14,,info@donck-grondwerken.be
10321.,IN RE BO,WILSELE,41201,11,n.b.,"2,446,766",0461 105 435,3012,Aarschotsesteenweg 255,+32 16 44 05 96,,inrebo@cobonet.be
10322.,S'JEGERS TRANSPORT,VORST (KEMPEN),49410,20,n.b.,"6,136,284",0461 119 588,2430,Nikelaan 5,+32 13 67 78 23,,
10323.,KAREL WILLEMS,TESSENDERLO,47521,106,n.b.,"2,693,271",0461 134 634,3980,Industrieweg 51,+32 13 66 20 04,,karel_willems@belgacom.net
10324.,HR VLIEGENRAMEN EN -DEUREN,PELT,25120,39,n.b.,"8,445,584",0461 145 720,3900,Haltstraat 88,+32 11 66 16 67,www.hrbvba.be,info@hrbvba.be
10325.,KCC,WIELSBEKE,74103,23,n.b.,"6,176,116",0461 156 608,8710,Papestraat 1,+32 56 43 98 43,,
10326.,DIRAC INDUSTRIES,SINT-PIETERS-LEEUW,27900,10,n.b.,"2,131,452",0461 158 388,1600,Jan-Baptist Bosmansstraat 2,+32 2 376 51 29,www.diracindustries.com,info@diracindustries.com
10327.,RAES CONSTRUCTIES,DUFFEL,25120,34,n.b.,"4,136,515",0461 173 830,2570,Nijverheidsstraat 18,+32 3 488 56 01,www.raesconstructies.be,
10328.,DAKRUBBERCENTRALE,ANTWERPEN,43910,28,n.b.,"4,661,499",0461 240 344,2030,Transcontinentaalweg 15,+32 3 542 52 54,www.dakrubbercentrale.be,
10329.,SOCAPLAST,LONDERZEEL,38329,18,n.b.,"15,973,676",0461 260 536,1840,Kaaskantmolenstraat 49,+32 51 61 12 31,www.socaplast.be/,info@socaplast.be
10330.,WIJNANTS TECHNISCHE SERVICE,LUMMEN,25620,10,n.b.,"2,377,848",0461 264 692,3560,Schippersstraat 15,+32 475 234 973,,
10331.,HAGELAND EDUCATIEF,MOLENSTEDE,46499,17,n.b.,"2,316,269",0461 321 112,3294,Eilandstraat 4,+32 13 78 39 84,www.hageland-educatief.com/,hageland@skynet.be
10332.,VANDEPUTTE BOOMKWEKERIJ,DEERLIJK,01191,21,n.b.,"3,388,572",0461 345 559,8540,Driesknoklaan 49,+32 56 72 40 54,,info@vandeputtenv.be
10333.,ALITECH,DENDERHOUTEM,45112,18,n.b.,"4,507,172",0461 393 168,9450,Eigenstraat 75,+32 53 84 02 70,www.alitech.be,
10334.,CIMA,KRUISEM,46216,9,n.b.,"3,885,699",0461 394 356,9771,Nokeredorpstraat 61 b.B,+32 56 61 71 51,www.cima.be,cima@cima.be
10335.,BUROCAD,PEER,18130,26,n.b.,"2,196,462",0461 411 281,3990,Ambachtslaan 1005,+32 11 61 11 48,www.burocad.be,info@burocad.be
10336.,RAMAST BOUW,BOORTMEERBEEK,41201,11,n.b.,"3,803,438",0461 471 461,3190,Industrieweg 17,+32 16 65 90 90,,
10337.,METROPOOL ZUID,AARTSELAAR,45113,28,n.b.,"5,936,404",0461 488 386,2630,Boomsesteenweg 24/1,+32 3 899 03 71,,
10338.,TAILLIEU GUY,WIJTSCHATE,46214,30,n.b.,"12,043,848",0461 488 980,8953,Rijselstraat 82,+32 57 44 49 98,,
10339.,JO DUPRE,OLEN,46150,16,n.b.,"8,472,933",0461 509 370,2250,Hagelberg 33,+32 14 28 23 41,,
10340.,HOUVARK,KLERKEN,01500,37,n.b.,"4,253,675",0461 515 706,8650,Steenstraat 20,+32 51 50 04 30,,
10341.,GRONDWERKEN G.L.K.,KRUISEM,43120,26,n.b.,"3,733,181",0461 528 869,9770,Meirestraat 13 b.B,+32 9 388 53 17,www.glk.be,info@glk.be
10342.,UWPAYROLL,ONZE-LIEVE-VROUW-WAVER,82110,9,n.b.,"2,177,587",0461 554 902,2861,Bosstraat 132,+32 3 448 20 24,,
10343.,DEGRA - TRANS,STADEN,49410,12,n.b.,"2,101,424",0461 641 014,8840,Stampkotstraat 19,+32 51 70 10 41,,
10344.,ALSIC,SINT-DENIJS-WESTREM,62020,19,n.b.,"2,506,335",0461 652 989,9051,Derbystraat 25,+32 9 265 91 11,www.alsic.be,alsic@alsic.be
10345.,MEUBELEN PATRIMA ((PATRIMA MEUBELEN)),VELTEM-BEISEM,47591,9,n.b.,"4,451,280",0461 659 127,3020,Haachtstraat 79,+32 16 48 83 36,www.meubelen-patrima.be,info@meubelen-patrima.be
10346.,RUMARO,IEPER,25110,21,n.b.,"4,362,518",0461 664 174,8900,Steverlyncklaan 24,+32 57 20 21 86,,
10347.,DEPRIESTER - DECO-RENT,BERCHEM-OUDENAARDE,47525,12,n.b.,"2,334,319",0461 669 322,9690,Oudenaardebaan 14,+32 55 38 83 05,,
10348.,A.B. COOLSERVICE,ULBEEK,43222,9,n.b.,"2,904,714",0461 689 712,3832,Ulbeekstraat 25,+32 12 74 30 87,www.abcoolservice.be,info@abcoolservice.be
10349.,WALGOED,TEMSE,52100,23,n.b.,"7,488,505",0461 756 622,9140,Fonteinstraat 10,+32 9 348 33 16,,
10350.,SLABBINCK CHRIS,ZEDELGEM,49410,15,n.b.,"2,657,717",0461 759 194,8210,Groenestraat 139 A,+32 50 24 10 40,,transportslabbinck@skynet.be
10351.,SOCIAAL BEDRIJVENCENTRUM MAASMECHELEN,OPGRIMBIE,81300,42,n.b.,"2,896,469",0461 814 525,3630,Boorsemstraat 2,+32 89 77 97 27,,
10352.,DEWO EUROPE,VOLLEZELE,46496,11,n.b.,"4,633,093",0461 834 222,1570,Steenstraat 16,+32 54 56 79 81,www.dewo-europe.com,
10353.,A.W.B. SCHOTS,HALEN,81300,15,n.b.,"4,361,095",0461 844 120,3545,Liebroekstraat 69,+32 13 44 24 06,,
10354.,STABIL,OLSENE,43999,23,n.b.,"10,197,518",0461 858 966,9870,Grote Steenweg 6,+32 51 48 08 30,www.softhome.net,stabil@stabil.be
10355.,VAN GILS ANDRE EN JAN KEUKENS,WEELDE,31020,15,n.b.,"2,140,264",0461 885 789,2381,Eykantpad 13,+32 14 65 65 45,,info@keukensvangils.be
10356.,GEBROEDERS VAN DEN BROECK,MERCHTEM,47521,12,n.b.,"2,173,002",0461 902 914,1785,Stationsstraat 114-116,+32 52 37 20 97,,gebr.vandenbroeck@proximedia.be
10357.,BRUGSE VISROKERIJ F. ALLOO,BRUGGE,46381,14,n.b.,"4,190,174",0461 904 595,8000,Kolvestraat 36,+32 50 31 46 46,,alloo.visrokerij@skynet.be
10358.,MARMA,TIELT (BT.),46389,11,n.b.,"5,144,152",0461 931 222,3390,Keulestraat 80,+32 16 63 50 18,,marma.bvba@belgacom.net
10359.,HANSSENS TELECOM,RUMBEKE,43211,20,n.b.,"2,920,278",0461 948 642,8800,Hof ter Weze 4,+32 51 33 50 10,www.hanssenstelecom.be/,info@bkm.be
10360.,VELTEC,KAPELLEN,25300,35,n.b.,"3,784,648",0461 951 513,2950,Starrenhoflaan 13,+32 3 660 12 50,voith.com,info@ermo.be
10361.,VERSTRAETEN AGRITECHNIEKEN,PUURS-SINT-AMANDS,46610,12,n.b.,"5,229,160",0461 955 372,2890,Provincialeweg 21 C,+32 52 34 39 37,www.verstraeten-agritechnieken.be,info@verstraeten-agritechnieken.be
10362.,BNE TRADING & RECYCLING,PELT,38310,11,n.b.,"7,036,346",0461 988 828,3900,Albert Quintinlaan 1605,+32 11 63 60 88,,
10363.,INTERNATIONAL DISTRIBUTION PARTNERS,MERKSEM,52290,25,n.b.,"3,059,570",0462 015 354,2170,Zuidkaai 5,+32 3 644 77 73,,
10364.,MEVANO,LOKEREN,25620,18,n.b.,"3,395,672",0462 055 837,9160,Spinnerslaan 13,+32 9 345 48 96,,mevano@skynet.be
10365.,OMGEVING,BERCHEM-ANTWERPEN,71113,57,n.b.,"3,299,941",0462 080 482,2600,Uitbreidingstraat 390,+32 3 448 22 72,,info@studiegroepomgeving.be
10366.,DIPLUS,GEEL,56102,18,n.b.,"2,028,178",0462 092 855,2440,Antwerpseweg 117,+32 14 59 24 54,,
10367.,WORLD CONES,MAASMECHELEN,10711,43,n.b.,"6,689,043",0462 101 466,3630,Scheepstraat 12,+32 78 15 81 59,,
10368.,SINT-NIKLAAS DOE HET ZELF,ANTWERPEN,47521,17,n.b.,"2,790,585",0462 110 077,2000,Amsterdamstraat 18 E,+32 3 766 27 77,,
10369.,DKE,BERCHEM-OUDENAARDE,43211,24,n.b.,"3,661,306",0462 125 519,9690,Zonnestraat 4B,+32 55 38 92 98,,info@elektrodekeyser.be
10370.,HETPALEIS,ANTWERPEN,90041,55,n.b.,"3,649,390",0462 144 919,2000,Meistraat 2,+32 3 202 83 60,www.hetpaleis.be,
10371.,JABBLA,GENT,62010,15,n.b.,"5,913,048",0462 146 107,9000,Foreestelaan 3,+32 9 331 58 58,www.tni.be,info@tni.be
10372.,BELGIAN BOILER COMPANY,LAARNE,46699,15,n.b.,"8,836,697",0462 150 659,9270,Veldmeersstraat 23,+32 9 252 62 85,www.loos-int.com,verkoop.bbc@skynet.be
10373.,SCHELCK - HUWAERT,GOOIK,47114,25,n.b.,"4,092,733",0462 162 339,1755,Edingsesteenweg 70,+32 2 532 53 04,,
10374.,SIDEGRO,HOOGLEDE,77399,11,n.b.,"3,283,686",0462 179 957,8830,Honzebrouckstraat 4,+32 495 272 314,,
10375.,AUTOCARS NEYENS,WIJCHMAAL,49310,44,n.b.,"3,349,731",0462 201 535,3990,Kerrestraat 24,+32 11 63 29 42,www.autocarsneyens.be,
10376.,ZANZIBAR,ANTWERPEN,82990,11,n.b.,"4,745,984",0462 214 205,2000,Pottenbrug 2,+32 3 222 90 50,,
10377.,TILKIN POWDER COATINGS,TONGEREN,31010,16,n.b.,"2,892,444",0462 262 309,3700,Vrijheidweg 2,+32 12 44 08 80,www.tilkin.org,info@tilkin.org
10378.,AGRI-TECH,MEERDONK,47761,9,n.b.,"3,533,054",0462 267 158,9170,Molenhoekstraat 3,+32 3 735 00 10,,
