,Naam,Gemeente,"Personeelsbestand (Laatste jaar)
Laatst beschikb. jr","Omzet
EUR
Laatst beschikb. jr","Totaal der activa
EUR
Laatst beschikb. jr",WCM - Naam,Telefoon,E-mail adres,"BvD ID
nummer","Netto toegevoegde waarde
EUR
Laatst beschikb. jr",Ondernemingsnummer,Adres,Postcode,Web adres,"Ibid, omschrijving",Beursnotatie
10216,APOROTS,TERVUREN,1,n.b.,687693,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 767 24 17,,BE0841571208,391245,0841 571 208,Leuvensesteenweg 74,3080,,Apotheken,Niet beursgenoteerd
10217,JAKRI,AARSCHOT,9,n.b.,355306,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0841581601,354847,0841 581 601,Herseltsesteenweg 82,3200,,Detailhandel in groenten en fruit in gespecialiseerde winkels,Niet beursgenoteerd
10218,LIBEERLAW,VILVOORDE,2,n.b.,709292,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 743 07 20,,BE0841593477,235732,0841 593 477,Groenstraat 79,1800,,Activiteiten van advocaten,Niet beursgenoteerd
10219,VENTO DEL SUD,VILVOORDE,1,n.b.,89337,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 725 50 65,,BE0841666525,28514,0841 666 525,Streekbaan 230,1800,,Eetgelegenheden met beperkte bediening,Niet beursgenoteerd
10220,HUSQUIN & CO,ZAVENTEM,10,n.b.,1370824,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 262 09 00,,BE0841672661,544214,0841 672 661,Ikaroslaan 69,1930,,Detailhandel in ijzerwaren en gereedschappen in gespecialiseerde winkels,Niet beursgenoteerd
10221,APOTHEEK AERTS,STEENHUFFEL,1,n.b.,569422,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 52 30 94 68,,BE0841686222,146875,0841 686 222,Sint-Niklaasstraat 8,1840,,Apotheken,Niet beursgenoteerd
10222,PLAFO-BEL,TERNAT,4,n.b.,1807229,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 582 33 26,,BE0841687509,607596,0841 687 509,Industrielaan 38,1740,,Stukadoorswerk,Niet beursgenoteerd
10223,GMG OFFICE,WEMMEL,3,n.b.,460358,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 461 28 06,,BE0841708095,76865,0841 708 095,Kam 56 b.3,1780,,Boekhouders en boekhouders-fiscalisten,Niet beursgenoteerd
10224,HYDRAULIC RAM TRAILER,LUBBEEK,2,n.b.,1151198,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 472 423 415,,BE0841711164,183550,0841 711 164,Aardebrug 28,3210,,"Handel in aanhangwagens, opleggers en caravans",Niet beursgenoteerd
10225,STREIGNAERTS BOLLEN,LANDEN,1,n.b.,822108,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 11 88 62 91,,BE0841729970,135535,0841 729 970,Hannuitsesteenweg 109,3400,,"Detailhandel in vaste, vloeibare en gasvormige brandstoffen in gespecialiseerde winkels, m.u.v. motorbrandstoffen",Niet beursgenoteerd
10226,EMD ACCOUNTING & TAX,TIENEN,11,n.b.,731258,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 81 92 35,,BE0841743432,481160,0841 743 432,Bietenweg 5,3300,,Accountants en belastingconsulenten,Niet beursgenoteerd
10227,APOTHEEK STEFANIE TANGHE,OPLINTER,1,n.b.,576110,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 81 46 93,,BE0841745214,54636,0841 745 214,Sint-Genovevaplein 45,3300,,Apotheken,Niet beursgenoteerd
10228,HIPPOO,AARSCHOT,4,n.b.,842834,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 499 722 676,,BE0841765010,207606,0841 765 010,Steystraat 133,3200,,Detailhandel in schoeisel in gespecialiseerde winkels,Niet beursgenoteerd
10229,MILLIMAN,DIEGEM,3,n.b.,1956475,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 499 221 636,,BE0841776688,426721,0841 776 688,Leonardo da Vincilaan 19,1831,,Overige adviesbureaus op het gebied van bedrijfsbeheer; adviesbureaus  op het gebied van bedrijfsvoering,Niet beursgenoteerd
10230,CELIS PUTBORINGEN,RUMMEN,4,n.b.,541240,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 56 20 26,,BE0841783123,499257,0841 783 123,Grote Steenweg 112,3454,,"Bouw van civieltechnische werken voor vloeistoffen, n.e.g.",Niet beursgenoteerd
10231,TERNAT PAINT,TERNAT,2,n.b.,272037,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 569 85 14,,BE0841823111,140416,0841 823 111,Assesteenweg 43,1740,,Detailhandel in verf en verfwaren in gespecialiseerde winkels,Niet beursgenoteerd
10232,JAFFAFRUIT PRODUCTS,WEZEMBEEK-OPPEM,1,n.b.,456570,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 767 06 85,,BE0841857654,148018,0841 857 654,Mechelsesteenweg 123,1970,,"Groothandel in groenten en fruit, m.u.v. consumptieaardappelen",Niet beursgenoteerd
10233,DAK-EN ZINKWERKEN VAN HEMELRYCK,GRIMBERGEN,2,n.b.,242825,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 270 92 65,,BE0841893484,163722,0841 893 484,Sint-Servaasstraat 63,1850,,Dakwerkzaamheden,Niet beursgenoteerd
10234,"DR. KATRIEN VANSCHOUBROEK, OOGARTS",LINDEN,1,n.b.,131230,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 23 02 55,,BE0841904570,61713,0841 904 570,Nachtegalenstraat 100,3210,,Praktijken van specialisten,Niet beursgenoteerd
10235,SIMORENOV,DIEGEM,2,n.b.,248661,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 633 46 02,,BE0841960295,141931,0841 960 295,Pegasuslaan 5,1831,,Algemene bouw van residentiële gebouwen,Niet beursgenoteerd
10236,VAN CAMPENHOUT CENTRALE VERWARMING & SANITAIR,WOLVERTEM,2,n.b.,583578,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 475 914 881,,BE0841985338,273318,0841 985 338,Patatestraat 43,1861,,"Installatie van verwarming, klimaatregeling en ventilatie",Niet beursgenoteerd
10237,DE JONGE MANAGEMENT,OVERIJSE,1,n.b.,831608,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 305 95 53,,BE0842011369,135338,0842 011 369,Baron Opsomerdreef 3,3090,,Adviesbureaus op het gebied van public relations en communicatie,Niet beursgenoteerd
10238,JDLK TRANSPORT,VILVOORDE,1,n.b.,26594,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0842015923,37813,0842 015 923,Berkendallaan 154 b.O,1800,,"Goederenvervoer over de weg, m.u.v. verhuisbedrijven",Niet beursgenoteerd
10239,GES-GROUP,GRIMBERGEN,1,n.b.,496928,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0842038489,76722,0842 038 489,Kouterpad 2,1850,,"Handelsbemiddeling in goederen, algemeen assortiment",Niet beursgenoteerd
10240,JOPEGO,BEERT,1,n.b.,24975,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 356 99 53,,BE0842039875,1583,0842 039 875,Johan Demaegtstraat 21,1673,,"Elektrotechnische installatiewerken, uitgezonderd aan gebouwen",Niet beursgenoteerd
10241,APOTHEEK P. MAENHAUT,NEERVELP,1,n.b.,486149,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 85 45 90,,BE0842080556,111128,0842 080 556,Waversesteenweg 55,3370,,Apotheken,Niet beursgenoteerd
10242,TANDARTS DIRCKX INGE,GALMAARDEN,1,n.b.,344304,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 54 51 84 48,,BE0842097283,152718,0842 097 283,Nieuwstraat 29,1570,,Tandartspraktijken,Niet beursgenoteerd
10243,KOOS!,VOLLEZELE,1,n.b.,234168,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 494 887 359,,BE0842114705,155197,0842 114 705,Congobergstraat 13,1570,,Detailhandel in uurwerken en sieraden in gespecialiseerde winkels,Niet beursgenoteerd
10244,MEDICAL PRECISION PARTS,BEGIJNENDIJK,9,n.b.,751371,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 53 50 59,,BE0842122029,634073,0842 122 029,Pannenhof 14 b.A,3130,,Vervaardiging van medische en tandheelkundige instrumenten en benodigdheden,Niet beursgenoteerd
10245,BON@PETIT,NOSSEGEM,1,n.b.,117529,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 309 45 41,,BE0842128066,22168,0842 128 066,Mechelsesteenweg 490,1930,,Eetgelegenheden met beperkte bediening,Niet beursgenoteerd
10246,ALL MEDIA MONITORING COMPANY,WEZEMAAL,8,n.b.,941321,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 44 36 00,,BE0842156473,610386,0842 156 473,Aarschotsesteenweg 147,3111,,"Overige dienstverlenende activiteiten op het gebied van informatie, n.e. g.",Niet beursgenoteerd
10247,INOX PLUS,ROTSELAAR,6,n.b.,537826,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 270 48 51,,BE0842169242,438784,0842 169 242,Stationsstraat 216,3110,,Vervaardiging van kantoor- en winkelmeubelen,Niet beursgenoteerd
10248,PERILEC,ESSENE,4,n.b.,239479,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 582 00 54,,BE0842204577,244815,0842 204 577,Ternatsestraat 212,1790,,"Installatie van industriële machines, toestellen en werktuigen",Niet beursgenoteerd
10249,VAN ONS BOMMA,MEENSEL-KIEZEGEM,2,n.b.,371153,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 477 771 939,,BE0842211606,343639,0842 211 606,Tieltsestraat 11,3391,,Ambachtelijke vervaardiging van brood en van vers banketbakkerswerk,Niet beursgenoteerd
10250,BISTRONOVA,PERK,1,n.b.,23461,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 471 900 353,,BE0842256245,33174,0842 256 245,Driesstraat 33,1820,,Eetgelegenheden met volledige bediening,Niet beursgenoteerd
10251,HAACHT APOTHEEK MARKT,WESPELAAR,1,n.b.,1138791,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 60 12 18,,BE0842261589,328073,0842 261 589,Elisabeth Willemslaan 22,3150,,Apotheken,Niet beursgenoteerd
10252,ACCOUNTANTSKANTOOR JACQUES LENSECLAES,LOONBEEK,2,n.b.,587372,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 47 21 96,,BE0842322957,362928,0842 322 957,Bertelsheide 32,3040,,Accountants en belastingconsulenten,Niet beursgenoteerd
10253,"VERHAEGEN, BUSSCHAERT & PIERRE-GEASSOCIEERDE NOTARISSEN",OVERIJSE,11,n.b.,9710756,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 687 60 06,,BE0842333746,1181363,0842 333 746,Jan-Baptist Dekeyserstraat 40,3090,,Activiteiten van notarissen,Niet beursgenoteerd
10254,J L CONCEPT,BUNSBEEK,1,n.b.,117059,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 43 88 64,,BE0842415504,62363,0842 415 504,Veldstraat 2,3380,,Vervaardiging van metalen constructiewerken en delen daarvan,Niet beursgenoteerd
10255,A-KNOWLEDGE,KEERBERGEN,3,n.b.,308317,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 15 69 06 06,,BE0842488352,256820,0842 488 352,Mechelsebaan 53,3140,,Computerconsultancy-activiteiten,Niet beursgenoteerd
10256,GOLAZO CONSULTING,VILVOORDE,1,n.b.,267293,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0842504188,40164,0842 504 188,Radiatorenstraat 23,1800,,Adviesbureaus op het gebied van public relations en communicatie,Niet beursgenoteerd
10257,MEDENVISION,AARSCHOT,1,n.b.,1671856,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 23 75 27,,BE0842505475,1180764,0842 505 475,Nieuwlandlaan 101,3200,,Vervaardiging van medische en tandheelkundige instrumenten en benodigdheden,Niet beursgenoteerd
10258,FISCO-ACCOUNT,BEKKEVOORT,1,n.b.,444533,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 491 362 777,,BE0842513591,109650,0842 513 591,Renaat Woutershof 49,3460,,Boekhouders en boekhouders-fiscalisten,Niet beursgenoteerd
10259,BROJECT,VILVOORDE,1,n.b.,178531,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0842587035,51500,0842 587 035,Witherenstraat 34,1800,,"Overige ondersteunende activiteiten in verband met financiële diensten, exclusief verzekeringen en pensioenfondsen, n.e.g.",Niet beursgenoteerd
10260,EFKAN CABLING,VILVOORDE,1,n.b.,62232,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 538 09 66,,BE0842602970,31016,0842 602 970,Perksestraat 163,1800,,"Installatie van verwarming, klimaatregeling en ventilatie",Niet beursgenoteerd
10261,BELMOCA,LONDERZEEL,26,n.b.,11634434,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 52 50 60 50,,BE0842626627,4209425,0842 626 627,Weversstraat 24,1840,,"Groothandel in koffie, thee, cacao en specerijen",Niet beursgenoteerd
10262,MS CONSULTING,AVERBODE,3,n.b.,356238,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0842647314,163380,0842 647 314,Martensstraat 37A,3271,,Ontwerpen en programmeren van computerprogramma's,Niet beursgenoteerd
10263,EFL GLOBAL,MACHELEN (BT.),9,n.b.,1512855,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 255 90 90,,BE0842650777,793828,0842 650 777,Bedrijven Machelen-Cargo 832,1830,,Diensten in verband met de luchtvaart,Niet beursgenoteerd
10264,JUNE IN THE CITY,HEVERLEE,1,n.b.,664867,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 40 20 24,,BE0842659586,170115,0842 659 586,Raalbeeklaan 10,3001,,Reparatie van andere consumentenartikelen,Niet beursgenoteerd
10265,HACECO-E,HAACHT,2,n.b.,1249772,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 61 93 61,,BE0842675325,593918,0842 675 325,Keerbergsesteenweg 12,3150,,Beroepsopleiding,Niet beursgenoteerd
10266,HACECO-T,HAACHT,3,n.b.,1880166,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 16 61 93 61,,BE0842677008,796686,0842 677 008,Keerbergsesteenweg 12,3150,,"Overige zakelijke dienstverlening, n.e.g.",Niet beursgenoteerd
10267,GILIS INVEST,GOETSENHOVEN,1,n.b.,2099275,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,,,BE0842689577,88297,0842 689 577,Ezemaalstraat 32,3300,,Holdings,Niet beursgenoteerd
10268,DERYCKE I.F.S.,SINT-MARTENS-LENNIK,1,n.b.,248754,Your access does not allow you to export OWNERSHIP data. Please contact your local BvD account manager for more information.,+32 2 569 40 33,,BE0842739364,177429,0842 739 364,Kerkstraat 10 b.7,1750,,Verzekeringsagenten en -makelaars,Niet beursgenoteerd
